Key,Value
3009,Mozilla5.0 Linux U Android 4.1.2 es-us DROID
3010,Mozilla5.0 Windows NT 5.1 WOW64 Trident7.0 r
3011,Mozilla5.0 iPad CPU OS 10_1_1 like Mac OS X Ap
3012,Mozilla5.0 X11 U Linux i686 en-US rv1.9.1 
3013,Mozilla5.0 compatible Qwantbot-prod7021411.0 
3014,Mozilla5.0 iPhone CPU iPhone OS 11_4 like Mac O
3015,Mozilla5.0 Linux Android 4.4.4 SM-G360V Build
3016,yacybot -global amd64 Linux 6.1.0-22-amd64 java
3017,curl8.11.0
3018,Mozilla5.0 compatible Qwantbot-prod10971.0 +Q
3019,Mozilla4.0 compatible MSIE 6.0 X11 Linux i686
3020,Mozilla5.0 compatible Konqueror4.4 Linux 2.6.
3021,WordPress6.7.1 https://bienetre-serenite.fr
3022,Mozilla5.0 X11 Linux x86_64 rv39.0 Gecko201
3023,Mozilla5.0 Linux Android 5.1.1 SM-J110M Build
3024,Mozilla5.0 compatible VelenPublicWebCrawler1.0
3025,WordPress6.7.1 https://theflairedit.com
3026,WordPress6.5.5 https://post3.geleleger.nl
3027,WordPress6.7.1 https://www.sucresable.fr
3028,Mozilla5.0 Linux Android 7.1.1 SM-J700T Build
3029,Mozilla5.0 Windows NT 6.3 WOW64 Trident7.0 r
3030,Mozilla5.0 X11 U Linux i686 hu rv1.8.1.1 G
3031,Mozilla5.0 X11 CrOS x86_64 11647.154.0 AppleWe
3032,Opera9.60 Windows NT 5.1 U en-GB Presto2.1.1
3033,Mozilla5.0 Linux Android 7.0 PRA-LX1 BuildHUA
3034,Mozilla5.0 Windows NT 6.3 WOW64 rv51.0 Gecko
3035,WordPress6.3.5 http3d-druck.11ers.net
3036,Mozilla5.0 SymbianOS 9.4 Series605.0 NokiaN97-
3037,Mozilla5.0 Linux Android 9 LEX829 AppleWebKit
3038,Mozilla5.0 compatible GoogleDocs apps-spreadsh
3039,Mozilla6.0 Windows NT 7.2 WOW64 rv47.0 Gecko
3040,Mozilla5.0 Linux U Android 4.4.2 en-us HTC_P
3041,Mozilla5.0 Windows NT 10.0 WOW64 rv56.0 Geck
3042,Mozilla5.0 X11 Ubuntu 2708 Linux i686 rv28.
3043,Opera9.80 Windows NT 6.1 U Edition United Stat
3044,axios0.26.0
3045,Sogou Push Spider3.0+httpwww.sogou.comdocsh
3046,Mozilla5.0 Macintosh Intel Mac OS X 10.9 rv47
3047,iaskspider2.0+httpiask.comhelphelp_index.ht
3048,Mozilla5.0 X11 U Linux i686 de rv1.8.1.19 
3049,Mozilla5.0 X11 NetBSD amd64 rv16.0 Gecko201
3050,Mozilla5.0 Linux Android 4.4.2 en-us SM-S902L
3051,Mozilla5.0 iPhone CPU iPhone OS 8_1_1 like Mac 
3052,Mozilla5.0iPad U CPU OS 5_0 like Mac OS X en-
3053,Opera9.80 Windows NT 6.1 Win64 x64 Edition Yx
3054,Mozilla5.0 Linux U Android 2.3.6 en-gb GT-I8
3055,MSIE MSIE 6.0 X11 Linux i686 Opera 7.23
3056,Mozilla5.0 Windows NT 6.3 WOW64 rv53.0 Gecko
3057,Mozilla5.0 Linux Android 9 CLT-AL00 BuildHUAW
3058,Mozilla5.0 Windows NT 6.1 AppleWebKit535.11 K
3059,WordPress6.7.1 httpgutscheinesichern.de
3060,Mozilla5.0 Linux Android 6.0.1 LGLS755 BuildM
3061,Mozilla5.0 X11 Linux i686 rv2.0b3pre Gecko2
3062,Mozilla5.0 X11 U Linux i686 es-ES rv1.8.1.2
3063,WordPress6.7.1 https://www.thedailystruggle.co.u
3064,Mozilla5.0 X11 Linux x86_64 rv58.0 Gecko201
3065,Mozilla5.0 X11 U Linux i686 fa rv1.8.1.4 G
3066,Scrapy1.6.0 +httpsscrapy.org
3067,Mozilla5.0 Linux Android 6.0 Android SDK built
3068,Mozilla5.0 Linux Android 6.0.1 SM-J327P Build
3069,Mozilla5.0 Linux Android 7.0 SM-G930F BuildNR
3070,WordPress6.7.1 https://treesplantlove.com
3071,Mozilla5.0 Linux Android 9 REVVLRY AppleWebKi
3072,Another_HTML-lint1.28 +libwww-perl6.05
3073,Mozilla5.0 Linux Android 7.0 F3211 Build36.1.
3074,WordPress6.7.1 https://www.fiorerosalba.com
3075,Mozilla5.0 Linux Android 8.1.0 SM-J530F Apple
3076,Mozilla5.0 Linux Android 9 SAMSUNG SM-G965F Bu
3077,WordPress6.6.2 https://mujermexico.com
3078,Mozilla5.0 X11 Linux x86_64 rv18.0 Gecko201
3079,Mozilla5.0 Linux Android 9 LM-G710VM AppleWeb
3080,Mozilla5.0 Linux Android 9 Redmi Note 7 Pro A
3081,Opera9.20 Windows NT 6.0 U de
3082,Mozilla5.0 Linux Android 6.0 HTC 2PXH3 AppleW
3083,Mozilla5.0 X11 U FreeBSD i386 en-US rv1.8.1
3084,Mozilla5.0 SymbianOS9.2 U Series603.1 NokiaE
3085,Mozilla5.0 iPad CPU OS 17_0 like Mac OS X Appl
3086,Mozilla4.8 en Windows NT 5.1 U
3087,Mozilla5.0 iPad CPU OS 10_3_2 like Mac OS X Ap
3088,Mozilla5.0 Windows U Windows NT 6.1 fr rv1
3089,Mozilla5.0 Linux U Android 4.1.2 en-us SCH-S
3090,Mozilla5.0 Linux Android 7.0 SM-T580 BuildNRD
3091,WordPress6.7.1 https://cosmeticionlineitalia.com
3092,Mozilla5.0 X11 CrOS i686 2268.111.0 AppleWebKi
3093,Mozilla5.0 Linux U Android 4.1.2 ru-ru GT-S5
3094,Mozilla5.0 Linux Android 9 Pixel XL AppleWebK
3095,Mozilla5.0 compatible Qwantbot-prod7108981.0 
3096,Mozilla5.0 X11 U Linux arm7tdmi rv1.8.1.11 
3097,Mozilla5.0 X11 Linux x86_64 rv10.0.1 Gecko2
3098,Mozilla5.0 Windows NT 6.1 WOW64 Trident7.0 C
3099,datasets3.1.0 python3.11.10 huggingface_hub0.
3100,Mozilla5.0 Macintosh Intel Mac OS X 10_13_0 Ap
3101,Mozilla5.0 X11 Linux i686 rv20.0 Gecko20100
3102,Mozilla5.0 Linux Android 4.4.2 SM-G900I Build
3103,Mozilla5.0 Linux Android 5.1.1 Coolpad 3622A B
3104,Opera9.80 Windows NT 6.1 U ru Presto2.10.289
3105,Opera9.80 Windows NT 5.1 U zh-tw Presto2.8.1
3106,Mozilla5.0 Linux Android 7.0 SM-G935V BuildNR
3107,Mozilla5.0 Linux Android 9 SM-G960U AppleWebK
3108,Mozilla4.0 Java17.0.13
3109,WordPress6.7.1 https://www.onceuponacream.at
3110,Mozilla5.0 Linux Android 4.1 Galaxy Nexus Buil
3111,WordPress6.7.1 https://hisforhomeblog.com
3112,Mozilla5.0 Mobile LYFLF-2403NLYF-LF2403N-000-
3113,Python3.10 aiohttp3.11.4
3114,Opera9.63 Windows NT 6.1 U en Presto2.1.1
3115,Python3.11 aiohttp3.11.7
3116,WordPress6.7.1 https://saybleeproducts.com
3117,WordPress6.7.1 https://www.beonon.com
3118,Python-urllib3.6
3119,Mozilla5.0 Linux Android 7.1.2 LG Spirit 4G LT
3120,Mozilla5.0 Macintosh U PPC Mac OS X 10_5_8 ja
3121,Mozilla5.0 Linux Android 7.0 LGMS550 BuildNRD
3122,Mozilla5.0 Linux Android 5.1.1 SM-J105F Build
3123,Mozilla5.0 Linux Android 8.1.0 RUBY BuildOPM2
3124,Mozilla5.0 Windows NT 5.0 rv5.0 Gecko2010010
3125,Python3.9 aiohttp3.11.7
3126,Googlebot-Image1.0
3127,Mozilla5.0 Linux Android 7.0 EVA-L09 AppleWeb
3128,Mozilla5.0 Linux Android 9 Redmi Note 4 Apple
3129,Opera6.05 Windows 2000 U  ja
3130,Opera7.50 Windows ME U en
3131,Mozilla5.0 Linux Android 13 23021RAA2Y BuildT
3132,Mozilla5.0 X11 U OpenBSD i386 en-US rv1.9.2
3133,Mozilla4.0 PDA PalmOSsonymodel prmrRevision
3134,Mozilla5.0 iPod touch CPU iPhone OS 7_1 like Ma
3135,Opera9.80 Windows NT 6.1 U YB3.5.1 ru Prest
3136,Opera9.80 Macintosh Intel Mac OS X 10.6.8 Pres
3137,Mozilla5.0 Windows NT 6.1 WOW64 rv38.0 Gecko
3138,Mozilla5.0 Linux Android 6.0.1 SAMSUNG SM-S327
3139,Mozilla5.0 Android 11 Mobile rv123.0 Gecko1
3140,Mozilla5.0 X11 FreeBSD i386 rv28.0 Gecko201
3141,Mozilla5.0 Linux Android 5.0.2 LG-V410 BuildL
3142,Mozilla5.0 Linux Android 8.0.0 WAS-LX1 AppleW
3143,Mozilla5.0 Linux Android 4.4.2 GT-N8000 Apple
3144,Mozilla5.0 X11 U Linux i686 en-us AppleWebKi
3145,Mozilla4.0 compatible MSIE 5.0 SunOS 5.8 sun4u
3146,Mozilla5.0 Windows U Windows XP Gecko MultiZi
3147,Wget1.12 linux-gnu
3148,Mozilla5.0 Linux Android 5.1 Neffos C5 Max Ap
3149,Opera9.80 Windows NT 6.1 WOW64 MRA 6.4 build 
3150,Mozilla5.0 Linux Android 6.0.1 SAMSUNG-SM-J120
3151,Mozilla5.0 Macintosh U PPC Mac OS X 10_4_11 n
3152,Mozilla5.0 Linux U Android 4.0 en-us A51 Bui
3153,Mozilla5.0 Linux U Android 4.1.2 es-mx LGMS5
3154,Mozilla5.0 Linux Android 9 SAMSUNG SM-G955F Bu
3155,Mozilla5.0 SymbianOS9.4 U Series605.0 SonyEr
3156,WordPress6.7.1 https://accesoriosdecaballos.com
3157,Mozilla5.0 Linux Android 8.1.0 Redmi Note 5 A
3158,Mozilla5.0 ArchLinux X11 U Linux x86_64 en-US
3159,Mozilla4.77 en X11 I IRIX64 6.5 IP30
3160,Mozilla5.0 Android 8.1.0 Mobile rv58.0 Gecko
3161,Mozilla5.0 Linux Android 5.0.1 SCH-I545 Build
3162,Mozilla5.0 Linux Android 7.0 Alcatel_5044R Ap
3163,Mozilla5.0 Linux U Android 10 zh-Hans-CN SPN
3164,Mozilla5.0 compatible Konqueror3.5 Linux en_
3165,Mozilla4.0 compatible MSIE 7.0b Windows NT 5.1
3166,Mozilla5.0 Linux Android 10 MI 8 AppleWebKit
3167,Mozilla5.0 hp-tablet Linux hpwOS3.0.2 U de-
3168,WordPress6.7.1 https://bestealternatief.net
3169,Mozilla5.0 X11 Linux x86_64 rv51.0 Gecko201
3170,Mozilla5.0 Linux Android 9 VOG-L09 BuildHUAWE
3171,Mozilla5.0 Linux Android 6.0 A466BG BuildMRA5
3172,WordPress6.4.2 https://www.eleusis-megara.fr
3173,Mozilla5.0 Macintosh Intel Mac OS X 1083 Apple
3174,Mozilla5.0 Linux Android 7.0 SM-J701F BuildNR
3175,Mozilla5.0 Linux U Android 4.3 en-us MediaPa
3176,Mozilla5.0 Windows NT 6.2 Win64 x64 rv48.0 
3177,WordPress6.7.1 https://mahanrasouli.commag
3178,Mozilla5.0 Macintosh ARM Mac OS X AppleWebKit
3179,Mozilla5.0 Linux Android 8.1.0 MI PLAY AppleW
3180,Mozilla5.0 X11 Ubuntu 2651 Linux i686 rv28.
3181,Opera9.80 Windows NT 6.1 Win64 x64 Presto2.1
3182,Mozilla5.0 X11 U Linux x86_64 us rv1.9.1.19
3183,Mozilla5.0 Linux U Android 2.3.5 en-gb HTC_W
3184,Python3.8 aiohttp3.10.10
3185,Mozilla5.0 Android 6.0.1 Mobile rv55.0 Gecko
3186,Mozilla5.0 Linux Android 7.0 ASUS_X00GD Apple
3187,Mozilla5.0 X11 Ubuntu 1953 Linux i686 rv28.
3188,Mozilla5.0 Linux Android 12 KB2005 AppleWebKi
3189,Mozilla5.0 Linux Android 4.4.2 GT-N7100 Build
3190,Mozilla5.0 X11 U OpenBSD amd64 en-US rv1.8.
3191,Mozilla4.0 compatible MSIE 6.0 Windows 98 Pal
3192,Apache-HttpAsyncClient4.1.4 Java1.8.0_392
3193,Mozilla5.0 Linux Android 7.0 SM-G615F BuildNR
3194,Mozilla5.0 Linux Android 11 IN2025 AppleWebKi
3195,Opera9.80 Android Opera Mini28.0.225466.299 
3196,Mozilla5.0 Windows U Windows NT 5.0 zh-TW rv
3197,Mozilla5.0 Windows NT 5.1 WOW64 Gecko20091909
3198,Mozilla5.0 Linux Android 9 MHA-AL00 BuildHUAW
3199,Mozilla5.0 X11 Ubuntu 1961 Linux i686 rv28.
3200,Mozilla5.0 Linux U Android 4.0.3 en-us HTC_C
3201,Mozilla5.0 Linux U Android 2.3.4 en-us LG-VM
3202,Mozilla5.0 SS Linux i686 rv127.0 Gecko20100
3203,Mozilla5.0 Linux Android 7.0 SM-G935P BuildNR
3204,Mozilla5.0 X11 U Linux i686 de-AT rv1.7.5 
3205,Mozilla5.0 Linux Android 6.0.1 SAMSUNG SM-J700
3206,WordPress6.7.1 https://heliantishumanis.fr
3207,Mozilla5.0 Linux Android 5.0.2 SM-A700FD Build
3208,Apache-HttpClient4.5.6 Java19.0.2
3209,Mozilla5.0 Windows NT 6.1 WOW64 Trident7.0 F
3210,Mozilla5.0 X11 U Linux ppc en-US rv1.8.1.3
3211,Mozilla5.0 Windows NT 6.3 WOW64 Trident7.0 y
3212,Mozilla5.0 Linux U Android 4.4.3 en-us KFSOW
3213,Opera9.80 Windows NT 6.1 WOW64 Edition Yx 01 
3214,Mozilla5.0 Linux Android 4.4.2 SM-G800Y Build
3215,Mozilla5.0 iPad CPU OS 13_0 like Mac OS X Appl
3216,Opera9.80 Android Opera Mini20.1.225437.9178
3217,Mozilla5.0 Linux Android 11 SM-A505F AppleWeb
3218,Mozilla5.0 X11 Ubuntu 2745 Linux i686 rv28.
3219,Mozilla5.0 Linux Android 7.1.1 Moto E 4 Buil
3220,Mozilla5.0 Windows NT 5.1 WOW64 rv50.0 Gecko
3221,WordPress6.6.2 https://tophair.11bytes.devmigra
3222,AdsBot-Google  httpwww.google.comadsbot.html
3223,Mozilla5.0 Linux Android 9 ASUS_X00QD AppleWe
3224,Mozilla5.0 Linux Android 6.0 Le X620 BuildMRA
3225,Mozilla5.0 Linux Android 7.0 Moto G 5 Plus B
3226,Mozilla5.0 Linux Android 7.1.2 FP2 AppleWebKi
3227,Mozilla5.0 X11 U Linux i686 pl rv1.8.0.12 
3228,Mozilla5.0 Linux Android 11 M2003J15SC AppleW
3229,Mozilla5.0 X11 U Linux i686 ja rv1.8.1.11 
3230,WordPress6.7.1 https://morethandesign.at
3231,Mozilla5.0 Windows NT 6.1 rv48.0 Gecko201001
3232,Mozilla5.0 X11 Ubuntu 2090 Linux i686 rv28.
3233,Mozilla5.0 Linux Android 4.4.2 SM-T210R Build
3234,Mozilla5.0 Linux Android 7.1.2 Nexus 6P Build
3235,Mozilla5.0 Linux Android 11 ONEPLUS A6000 App
3236,WordPress6.7.1 https://nozzler.io
3237,WordPress6.7.1 https://think4all.com
3238,Mozilla5.0 Linux Android 12 SAMSUNG SM-G991B 
3239,curl8.8.0
3240,Mozilla5.0 X11 Linux i686 on x86_64 rv47.0 G
3241,Mozilla5.0 X11 Ubuntu 2187 Linux i686 rv28.
3242,Mozilla5.0 Linux Android 4.4.2 rtd298x_tv001 B
3243,Mozilla5.0 X11 Ubuntu Linux x86_64 rv43.0 G
3244,Opera7.0 Windows NT 4.0 U  en
3245,Mozilla4.0 compatible MSIE 5.5 Windows NT 6.1
3246,Mozilla5.0 Windows NT 5.1 rv48.0 Gecko201001
3247,Mozilla5.0 compatible MSIE 8.0 Windows NT 10.0
3248,curl7.47.0
3249,Mozilla5.0 iPhone U CPU like Mac OS X en App
3250,Mozilla5.0 iPhone CPU iPhone OS 7_1_2 like Mac 
3251,Mozilla5.0 Linux U Android 1.5 fr-fr GT-I570
3252,Mozilla5.0 Linux Android 6.0.1 SAMSUNG SM-G900
3253,Mozilla5.0 Macintosh Intel Mac OS X 10_10_1 rv
3254,Mozilla5.0 Mozilla5.0 iPhone U CPU iPhone OS
3255,Mozilla5.0 Linux Android 4.4.2 LG-D722 BuildK
3256,Mozilla5.0 Windows U Windows NT 5.1 ru-RU rv
3257,Mozilla5.0 Linux Android 8.1.0 SM-G390F Apple
3258,Mozilla5.0 Linux Android 9 SM-N950F AppleWebK
3259,Opera9.80 Macintosh Intel Mac OS X 10.7.4 U e
3260,Mozilla5.0 Macintosh Intel Mac OS X 10.5 rv12
3261,Mozilla5.0 Windows U Win98 fr-FR rv1.7.6 G
3262,Mozilla5.0 Linux Andr0id 6.0.1 BRAVIA 2015 Bui
3263,Mozilla5.0 Windows NT 6.1 AppleWebKit537.71 K
3264,Mozilla5.0 Linux Android 5.0.2 SM-T350 BuildL
3265,Mozilla5.0 Macintosh AMD Mac OS X 10_8_2 Apple
3266,Mozilla5.0 Linux Android 6.0.1 OPPO A57 Build
3267,Mozilla5.0 Linux U Android 7.0 es-es Redmi N
3268,Mozilla5.0 Fedora Linux x86_64 rv127.0 Gecko
3269,Mozilla5.0 Maemo Linux armv7l rv10.0.1 Gecko
3270,Mozilla5.0 Linux Android 9 SM-M205FN AppleWeb
3271,Mozilla5.0 Linux Android 7.0 SM-G920F BuildNR
3272,Mozilla5.0 Windows NT 6.2 AppleWebKit534.57.2 
3273,Mozilla5.0 iPad CPU OS 12_4_1 like Mac OS X Ap
3274,Mozilla5.0 Linux U Android 4.2.2 en-us ALCAT
3275,Mozilla5.0 Windows U Windows NT 5.1 da-DK Ap
3276,Mozilla5.0 iPhone U CPU iPhone OS 3_1_3 like M
3277,HTC-ST73771.59.502.3 67150 Opera9.50 Windows 
3278,Mozilla5.0 Windows NT 10.0 ZumBot1.0 Win64 x
3279,Mozilla5.0 Windows NT 6.1 rv39.0 Gecko201001
3280,Mozilla5.0 Linux Android 7.1.1 SM-N950U Build
3281,Mozilla5.0 Linux Android 5.0.2 Lenovo A6010 A
3282,Opera9.20 Windows NT 5.1 U es-es
3283,Mozilla5.0 iPad CPU OS 17_0_3 like Mac OS X Ap
3284,Mozilla5.0 X11 Linux i686 on x86_64 rv46.0 G
3285,Google Chrome 5.0 Linux U Android-4.0.3 en-us
3286,Mozilla5.0 Linux Android 12 SM-S906N BuildQP1
3287,httpx - Open-source project github.comCloudsek-E
3288,Mozilla5.0 iPod touch CPU iPhone OS 10_3_3 like
3289,Opera9.80 X11 Linux zvav U hu Presto2.8.119
3290,Mozilla5.0 Linux U Android 4.2.2 en-gb GT-I9
3291,Mozilla5.0 Linux U Android 2.2.1 en-gb HTC W
3292,Apache-HttpClient5.3.1 Java21.0.3
3293,WordPress6.7.1 http3d-druck.de11.de
3294,Mozilla5.0 Linux Android 4.4.2 XT1031 BuildKX
3295,Mozilla5.0 Windows NT 6.3 WOW64 Trident7.0 A
3296,Mozilla5.0 iPad CPU OS 16_3_1 like Mac OS X Ap
3297,WordPress6.6.2 https://www.bioprogreen.com
3298,Mozilla5.0 Linux Android 11 SM-T500 AppleWebK
3299,Mozilla5.0 X11 Linux x86_64 AppleWebKit537.31
3300,Apache-HttpClient4.5.13 Java21.0.5
3301,Java1.0.21.0
3302,Mozilla5.0 X11 U Linux armv7l en-US AppleWeb
3303,Python3.12 aiohttp3.11.7
3304,Mozilla5.0 Linux Android 9 POT-LX1 AppleWebKi
3305,Mozilla5.0 Windows NT 10.0 rv46.0 Gecko20100
3306,Mozilla5.0 Windows NT 6.1 rv38.0 Gecko201001
3307,Mozilla5.0 Linux U Android 2.3.4 en-us DROID
3308,Mozilla5.0 Linux Android 5.1 A1601 AppleWebKi
3309,Opera 9.4 Windows NT 6.1 U en
3310,Mozilla1.22 compatible MSIE 10.0 Windows 3.1
3311,yacybot global amd64 Linux 6.12.0-gentoo java 
3312,Mozilla5.0 Windows U Windows NT 5.0 it rv1.
3313,Mozilla5.0 X11 U Linux i686 sk rv1.9.1 Gec
3314,Mozilla5.0 Linux Android 9 SNE-LX1 AppleWebKi
3315,Mozilla5.0 Windows NT 6.2 rv40.0 Gecko201001
3316,Mozilla5.0 Windows NT 5.1 WOW64 rv47.0 Gecko
3317,Opera9.64 X11 Linux x86_64 U en-GB Presto2.
3318,Mozilla5.0 Symbian3 Series605.2 NokiaN8-0001
3319,Mozilla5.0 Mozilla5.0 Windows NT 10.0 Win64 
3320,Mozilla5.0 Linux Android 8.0.0 SM-G965U Apple
3321,Opera9.80 Windows NT 6.0 Edition Campaign 21 P
3322,Mozilla5.0 X11 Ubuntu 2525 Linux i686 rv28.
3323,Mozilla5.0 Linux Android 8.0.0 SAMSUNG-SM-G930
3324,Mozilla5.0 Linux Android 7.0 LG-H820 AppleWeb
3325,Opera9.80 Macintosh Intel Mac OS X 10.11.3 Pre
3326,Mozilla5.0 Linux Android 9 ANE-LX1 AppleWebKi
3327,Mozilla5.0 Linux U Android 9 en-gb Redmi Not
3328,Mozilla5.0 Linux U Android 1.6 en-us HTC_TAT
3329,Mozilla5.0 X11 CrOS x86_64 14469.59.0 AppleWeb
3330,Mozilla5.0 Linux Android 4.1.2 GT-I8260 Build
3331,Mozilla5.0 Linux Android 4.4.2 LG-V700n Build
3332,Mozilla5.0 Linux U Android 4.2.2 nl-nl GT-P3
3333,Mozilla5.0 iPad U CPU OS 4_3_3 like Mac OS X 
3334,Mozilla5.0 Macintosh Intel Mac OS X 10.6 rv45
3335,Mozilla5.0 Linux Android 5.1.1 LG-D855 BuildL
3336,WebZIP3.5 httpwww.spidersoft.com
3337,WordPress6.6.2 https://pirulakalauz.hu
3338,Wget1.21.3
3339,Mozilla5.0 iPhone CPU iPhone OS 18_1_1 like Mac
3340,Mozilla5.0 Linux U Android 2.1 en-us HTC Leg
3341,Mozilla5.0 Linux Android 7.0 Nexus 6 BuildNBD
3342,Mozilla5.0 iPhone CPU iPhone OS 17_7_1 like Mac
3343,Opera9.80 Macintosh Intel Mac OS X 10.6.7 U r
3344,Mozilla5.0 Linux Android 8.0.0 HTC U Ultra Ap
3345,Mozilla5.0 Linux Android 9 SM-A505FN AppleWeb
3346,WordPress6.7.1 https://cosmoso.shop
3347,Mozilla5.0 Windows NT 6.2 Win64 x64 rv55.0 
3348,Mozilla5.0 Linux U Android 4.4.2 nl-nl K010 
3349,Mozilla5.0 Linux U Android 4.1.1 en-us CP-DX
3350,Opera9.02 Windows NT 5.1 U fi
3351,Mozilla5.0 iPod U CPU iPhone OS 2_2_1 like Mac
3352,Mozilla5.0 Android Tablet rv19.0 Gecko19.0 
3353,Mozilla5.0 compatible MSIE 10.0 Windows NT 5.1
3354,Mozilla5.0 Linux U Android 4.4.2 pl-pl LG-D6
3355,Mozilla5.0 Linux Android 11 SM-A217F AppleWeb
3356,Mozilla5.0 X11 U Linux x86_64 en-AU AppleWeb
3357,Mozilla5.0 Linux Android 4.4.4 XT1033 BuildKX
3358,WordPress6.7.1 https://cremeperilviso.it
3359,SonyEricssonW950iR100 Mozilla4.0 compatible MS
3360,ICE Browser5.05 Java 1.4.0 Windows 2000 5.0 x86
3361,Mozilla5.0 Linux Android 6.0.1 SM-G900R7 Build
3362,Mozilla5.0 Windows NT 6.3 Win64 x64 rv77.0 
3363,Opera9.80 Windows NT 6.1 WOW64 Edition Rambler
3364,Mozilla5.0 Windows 98 U en rv1.8.0 Gecko20
3365,Mozilla5.0 Linux Android 10 POCOPHONE F1 Appl
3366,WordPress6.7.1 https://ebike-news.de
3367,Mozilla5.0 X11 U Linux i686 de rv1.8.1.1 G
3368,Mozilla5.0 Macintosh Intel Mac OS X 10.9 rv23
3369,Mozilla5.0 Windows NT 6.4 rv36.0 Gecko201001
3370,Mozilla5.0 Windows NT 6.1 AppleWebKit537.13 K
3371,Mozilla5.0 Android 4.4.4 Mobile rv44.0 Gecko
3372,Mozilla5.0 Windows NT 10.0 Win64 x64 rv38.0
3373,WordPress6.7.1 https://sparwat.de
3374,Mozilla5.0 Windows NT 6.1 Win64 x64 rv2.0b10
3375,Mozilla5.0 Linux Android 6.0 LG-H815 BuildMRA
3376,Mozilla5.0 Windows NT 6.1 AppleWebKit536.11 K
3377,Mozilla5.0 Linux Android 6.0.1 Redmi 4 AppleW
3378,Mozilla5.0 Linux Android 8.0.0 SM-G930S Build
3379,Mozilla5.0 Linux Android 5.0.2 SM-A500F Build
3380,Mozilla5.0 Linux U Android 4.0.3 en-us MID80
3381,WordPress6.7.1 https://www.kaffeeundteeshop.de
3382,WordPress6.7.1 https://www.presse-nachrichten.de
3383,WordPress6.6.2 https://brandaktuell.at
3384,Mozilla5.0 Linux Android 5.0.2 LG-D631 BuildL
3385,User-Agent Mozilla4.0 compatible MSIE 7.0 Win
3386,Mozilla5.0 iPhone CPU iPhone OS 6_0_1 like Mac 
3387,WordPress6.7.1 https://wtrosceoplodnosc.pl
3388,Mozilla5.0 Linux Android 6.0 LG-D855 BuildMRA
3389,Mozilla5.0 Windows NT 6.3 ARM Trident7.0 Tou
3390,Mozilla5.0 X11 U Linux i686 fr rv1.8.0.5 G
3391,WordPress6.7.1 https://prost-magazin.at
3392,Mozilla5.0 PLAYSTATION 3 2.00
3393,Mozilla5.0 Linux U Android 4.2.2en-gb Lenovo
3394,Mozilla5.0 iPad CPU OS 11_0_1 like Mac OS X Ap
3395,PB0.6b Mozilla5.0 Windows NT 6.1 WOW64 rv23.0
3396,WordPress6.7.1 https://www.ioscelgoveg.it
3397,WordPress6.7.1 https://ppa.charoenmotorcycles.co
3398,Mozilla5.0 iPod touch CPU iPhone OS 9_0 like Ma
3399,Opera6.05 Windows ME U  fr
3400,Mozilla5.0 Windows NT 6.1 Trident7.0 EIE10EN
3401,Mozilla5.0 X11 Linux i686 rv24.0 Gecko20140
3402,Mozilla5.0 Macintosh U PPC Mac OS X it-it Ap
3403,Mozilla5.0 X11 Ubuntu Linux x86_64 rv26.0 G
3404,Mozilla5.0 Linux Android 6.0.1 SM-J700F Apple
3405,Mozilla5.0 Macintosh Intel Mac OS X 10.6 rv43
3406,Opera9.62 X11 Linux i686 U fi Presto2.1.1
3407,Mozilla5.0 Windows NT 6.2 rv56.0 Gecko201001
3408,Mozilla5.0 X11 U Linux i686 rv19.0 Gecko20
3409,Mozilla5.0 Linux Android 4.4.2 RCT6203W46 Buil
3410,Mozilla5.0 Windows NT 6.2 Win64 x64 rv59.0 
3411,Opera9.63 X11 Linux x86_64 U cs Presto2.1.1
3412,Mozilla5.0 Linux U Android 4.0.3 en-us HTC_H
3413,Mozilla4.0 compatible MSIE 5.0 Windows NT 4.0
3414,Mozilla5.0 Linux Android 6.0.1 GT-I9506 Build
3415,Mozilla5.0 Linux Android 4.4.2 SM-G355H Build
3416,Mozilla5.0 Linux Android 4.3 zh-cn SAMSUNG SM
3417,Mozilla5.0 iPad CPU OS 12_3 like Mac OS X Appl
3418,Mozilla5.0 Linux Android 7.1.2 SM-G900F Build
3419,Mozilla5.0 Linux U Android 2.1-update1 en-us
3420,Mozilla5.0 Linux Android 4.4.2 7040N BuildKVT
3421,Mozilla5.0 Windows U Windows NT 5.0 de-DE rv
3422,Mozilla5.0 Windows NT 6.2 WOW64 rv45.0 Gecko
3423,More Opera 9.21 user agents strings --
3424,Mozilla5.0 Windows NT 10.0 Win64 x64 rv51.0.
3425,WordPress6.7.1 https://www.xn--manucure-et-beaut
3426,Mozilla5.0 Windows U Windows NT 5.1 en rv1.
3427,WordPress6.3.5 https://www.pv-witten-ost.de
3428,Mozilla5.0 Android 4.4 Mobile rv41.0 Gecko4
3429,Mozilla5.0 Windows NT 6.1 rv2.0 Gecko2010010
3430,Mozilla5.0 Linux Android 4.4.2 en-us SAMSUNG 
3431,Mozilla5.0 X11 U Linux i686 x86_64 de rv1
3432,Opera8.50 Windows ME U en
3433,Java11.0.25
3434,WordPress6.7.1 https://www.acheter-bio.fr
3435,Mozilla5.0 Windows NT 10.0 WOW64 rv45.0 Geck
3436,Mozilla5.0 Windows NT 10.0 Win64 x64 rv133.0
3437,Opera5.11 Windows 98 U  en
